22,44
60,120
29,58
70,140
47,94
61,122
86,172
66,132
80,160
31,62
77,154
23,46
90,180
0,0
54,108
73,146
16,32
72,144
5,10
86,172
58,116
48,96
81,162
96,192
53,106
17,34
60,120
45,90
98,196
37,74
84,168
19,38
18,36
72,144
11,22
68,136
27,54
52,104
12,24
37,74
37,74
1,2
30,60
28,56
10,20
33,66
82,164
73,146
56,112
87,174
23,46
17,34
88,176
90,180
89,178
44,88
72,144
71,142
18,36
30,60
6,12
66,132
95,190
79,158
38,76
67,134
65,130
60,120
2,4
17,34
24,48
56,112
31,62
81,162
88,176
51,102
10,20
97,194
20,40
85,170
79,158
89,178
97,194
59,118
10,20
85,170
77,154
0,0
34,68
62,124
88,176
39,78
8,16
85,170
2,4
83,166
22,44
46,92
67,134
33,66
56,112
46,92
12,24
11,22
37,74
89,178
